"network";"DRUG_ID";"Drug1";"Drug2";"SET";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"connection_onoff"
"Small/medium-scale PPI";"eco:b2721_eco:b0033";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"7,000";"4,500";"0";"0,000";"3749,570";"1874,785";"0,100";"0,110";"0,105";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b0345";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"7,000";"4,500";"0";"300,750";"3749,570";"2025,160";"0,100";"0,150";"0,125";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b0400";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"disconnected"
"Small/medium-scale PPI";"eco:b2721_eco:b0492";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b0741";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"1,000";"4,000";"7,000";"5,500";"0";"3749,570";"7688,000";"5718,785";"0,030";"0,100";"0,065";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b0755";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"7,000";"4,500";"0";"161,530";"3749,570";"1955,550";"0,020";"0,100";"0,060";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b1174";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b1587";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"disconnected"
"Small/medium-scale PPI";"eco:b2721_eco:b1925";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"7,000";"7,000";"9,000";"8,000";"0";"871,640";"3749,570";"2310,605";"0,080";"0,100";"0,090";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b1976";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b2094";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,100";"0,100";"0,100";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b2198";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"7,000";"4,500";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"disconnected"
"Small/medium-scale PPI";"eco:b2721_eco:b2412";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"1,000";"2,000";"7,000";"4,500";"0";"603,000";"3749,570";"2176,285";"0,010";"0,100";"0,055";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3096";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3168";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,020";"0,100";"0,060";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3303";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"7,000";"4,500";"0";"729,700";"3749,570";"2239,635";"0,100";"0,170";"0,135";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3360";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"7,000";"4,000";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"disconnected"
"Small/medium-scale PPI";"eco:b2721_eco:b3385";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"5,000";"5,000";"7,000";"6,000";"0";"2306,130";"3749,570";"3027,850";"0,040";"0,100";"0,070";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3730";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"1,000";"2,000";"7,000";"4,500";"0";"603,000";"3749,570";"2176,285";"0,090";"0,100";"0,095";NA;NA;"connected"
"Small/medium-scale PPI";"eco:b2721_eco:b3935";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"7,000";"4,500";"0";"0,000";"3749,570";"1874,785";"0,000";"0,100";"0,050";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b0077";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"17,000";"9,500";"0";"0,000";"193,970";"96,985";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b0167";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"14,000";"8,000";"0";"0,000";"3377,730";"1688,865";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b0524";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"11,000";"6,500";"0";"0,000";"52,450";"26,225";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b0879";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"41,000";"21,500";"0";"0,000";"4700,560";"2350,280";"0,000";"0,020";"0,010";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1208";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"17,000";"9,500";"0";"0,000";"748,640";"374,320";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1211";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"5,000";"3,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1232";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"14,000";"8,000";"0";"0,000";"161,040";"80,520";"0,000";"0,030";"0,015";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1324";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"4,000";"3,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1398";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"11,000";"6,500";"0";"0,000";"0,220";"0,110";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1427";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"8,000";"5,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1677";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"2,000";"1,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b1701";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"8,000";"5,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
